Time [yyyy-MM-dd HH:mm:ss];903.00_IJ.DOESBURG;922.00_IJ.BRUMMEN;932.00_IJ.ZUPTHEN;940.00_IJ.GORSSEL;947.00_IJ.DEVENTER;;;;;;
12-01-00 05:00;10.387;8.5879;7.4069;6.4623;5.6917;;;;;;
12-01-00 06:00;10.395;8.5978;7.4184;6.473;5.6999;;;;;;
12-01-00 07:00;10.402;8.6077;7.43;6.4839;5.7081;;;;;;
12-01-00 08:00;10.41;8.6178;7.4419;6.4953;5.7167;;;;;;
12-01-00 09:00;10.418;8.6279;7.4539;6.5066;5.7257;;;;;;
12-01-00 10:00;10.425;8.6379;7.4662;6.5183;5.7347;;;;;;
12-01-00 11:00;10.432;8.6479;7.4786;6.5302;5.7438;;;;;;
12-01-00 12:00;10.438;8.6576;7.491;6.5423;5.7531;;;;;;
12-01-00 13:00;10.444;8.6671;7.5036;6.5547;5.7627;;;;;;
12-01-00 14:00;10.45;8.6764;7.5161;6.5671;5.7724;;;;;;
12-01-00 15:00;10.456;8.6854;7.5286;6.5797;5.7824;;;;;;
12-01-00 16:00;10.462;8.6943;7.541;6.5924;5.7925;;;;;;
12-01-00 17:00;10.468;8.703;7.5534;6.605;5.8029;;;;;;
12-01-00 18:00;10.474;8.7116;7.5658;6.6177;5.8135;;;;;;
12-01-00 19:00;10.479;8.7202;7.5782;6.6303;5.8242;;;;;;
12-01-00 20:00;10.485;8.7289;7.5905;6.6428;5.8352;;;;;;
12-01-00 21:00;10.491;8.7377;7.603;6.6551;5.8462;;;;;;
12-01-00 22:00;10.498;8.7467;7.6157;6.6674;5.8574;;;;;;
12-01-00 23:00;10.504;8.756;7.6285;6.6798;5.8688;;;;;;
13-01-00 00:00;10.51;8.7658;7.6415;6.6924;5.8804;;;;;;
13-01-00 01:00;10.517;8.7759;7.6547;6.7055;5.8925;;;;;;
13-01-00 02:00;10.523;8.7865;7.6681;6.7189;5.905;;;;;;
13-01-00 03:00;10.529;8.7974;7.6818;6.7327;5.9181;;;;;;
13-01-00 04:00;10.536;8.8087;7.6958;6.7468;5.9317;;;;;;
13-01-00 05:00;10.542;8.8201;7.7101;6.7613;5.9458;;;;;;
13-01-00 06:00;10.548;8.8318;7.7247;6.7761;5.9605;;;;;;
13-01-00 07:00;10.555;8.8438;7.7396;6.7913;5.9758;;;;;;
13-01-00 08:00;10.561;8.856;7.7547;6.8068;5.9917;;;;;;
13-01-00 09:00;10.568;8.8686;7.77;6.8227;6.0083;;;;;;
13-01-00 10:00;10.574;8.8814;7.7856;6.8388;6.0252;;;;;;
13-01-00 11:00;10.58;8.8946;7.8014;6.8553;6.0426;;;;;;
13-01-00 12:00;10.586;8.908;7.8173;6.8722;6.0606;;;;;;
13-01-00 13:00;10.593;8.9216;7.8334;6.8893;6.0793;;;;;;
13-01-00 14:00;10.599;8.9354;7.8498;6.9069;6.0986;;;;;;
13-01-00 15:00;10.606;8.9492;7.8665;6.9251;6.1186;;;;;;
13-01-00 16:00;10.613;8.9634;7.8832;6.9437;6.1392;;;;;;
13-01-00 17:00;10.62;8.9781;7.8998;6.9627;6.1606;;;;;;
13-01-00 18:00;10.627;8.9934;7.9165;6.9822;6.1827;;;;;;
13-01-00 19:00;10.632;9.0095;7.933;7.003;6.2059;;;;;;
13-01-00 20:00;10.638;9.0246;7.9497;7.0248;6.2299;;;;;;
13-01-00 21:00;10.645;9.0402;7.9664;7.0464;6.2547;;;;;;
13-01-00 22:00;10.652;9.0574;7.9827;7.0681;6.2801;;;;;;
13-01-00 23:00;10.659;9.0759;7.9999;7.0892;6.3055;;;;;;
14-01-00 00:00;10.665;9.0956;8.0185;7.1119;6.3297;;;;;;
14-01-00 01:00;10.672;9.1161;8.0383;7.1361;6.3538;;;;;;
14-01-00 02:00;10.678;9.1372;8.0588;7.1617;6.3787;;;;;;
14-01-00 03:00;10.685;9.1589;8.0795;7.1883;6.4042;;;;;;
14-01-00 04:00;10.691;9.1814;8.1003;7.2162;6.4306;;;;;;
14-01-00 05:00;10.697;9.2047;8.1211;7.2453;6.4577;;;;;;
14-01-00 06:00;10.703;9.2286;8.1419;7.2754;6.4856;;;;;;
14-01-00 07:00;10.708;9.2525;8.1631;7.3066;6.5143;;;;;;
14-01-00 08:00;10.713;9.276;8.1845;7.3386;6.5441;;;;;;
14-01-00 09:00;10.718;9.299;8.2059;7.3712;6.5747;;;;;;
14-01-00 10:00;10.723;9.3214;8.227;7.4036;6.6055;;;;;;
14-01-00 11:00;10.728;9.3435;8.2476;7.4365;6.6356;;;;;;
14-01-00 12:00;10.733;9.3653;8.2681;7.4691;6.6654;;;;;;
14-01-00 13:00;10.738;9.387;8.2879;7.5006;6.6943;;;;;;
14-01-00 14:00;10.742;9.4085;8.3068;7.5314;6.7218;;;;;;
14-01-00 15:00;10.747;9.4296;8.3248;7.561;6.7486;;;;;;
14-01-00 16:00;10.752;9.4506;8.3419;7.589;6.7745;;;;;;
14-01-00 17:00;10.757;9.4714;8.3582;7.6158;6.7996;;;;;;
14-01-00 18:00;10.762;9.4922;8.374;7.6414;6.8239;;;;;;
14-01-00 19:00;10.767;9.5127;8.3893;7.6661;6.8475;;;;;;
14-01-00 20:00;10.771;9.5331;8.4042;7.6898;6.8706;1250;10.708;9.3435;8.3248;7.561;6.8239
14-01-00 21:00;10.776;9.5531;8.4186;7.7121;6.8934;;;;;;
14-01-00 22:00;10.781;9.5728;8.4323;7.733;6.9158;;;;;;
14-01-00 23:00;10.786;9.592;8.4453;7.7529;6.9379;;;;;;
15-01-00 00:00;10.792;9.6105;8.4577;7.7718;6.9593;;;;;;
15-01-00 01:00;10.799;9.6276;8.4694;7.7897;6.9802;;;;;;
15-01-00 02:00;10.805;9.6434;8.4802;7.8064;7.0004;;;;;;
15-01-00 03:00;10.812;9.6586;8.4903;7.8219;7.0197;;;;;;
15-01-00 04:00;10.819;9.6733;8.4997;7.8363;7.0385;;;;;;
15-01-00 05:00;10.825;9.6881;8.5101;7.8484;7.0561;;;;;;
15-01-00 06:00;10.832;9.703;8.5212;7.8596;7.0719;;;;;;
15-01-00 07:00;10.839;9.718;8.5325;7.8703;7.0868;;;;;;
15-01-00 08:00;10.845;9.7328;8.5437;7.8808;7.1013;;;;;;
15-01-00 09:00;10.852;9.7474;8.5548;7.8909;7.1155;;;;;;
15-01-00 10:00;10.858;9.7618;8.567;7.9059;7.1293;;;;;;
15-01-00 11:00;10.864;9.7774;8.5967;7.9449;7.1627;;;;;;
15-01-00 12:00;10.871;9.7949;8.6201;7.9735;7.1997;;;;;;
15-01-00 13:00;10.877;9.8126;8.6423;7.9981;7.2325;;;;;;
15-01-00 14:00;10.884;9.83;8.6633;8.0203;7.2627;;;;;;
15-01-00 15:00;10.891;9.847;8.6831;8.0412;7.2902;;;;;;
15-01-00 16:00;10.897;9.8636;8.7022;8.0609;7.3157;;;;;;
15-01-00 17:00;10.904;9.8797;8.7205;8.0797;7.3394;;;;;;
15-01-00 18:00;10.91;9.8953;8.7382;8.0977;7.3619;;;;;;
15-01-00 19:00;10.917;9.9105;8.7553;8.1149;7.3834;;;;;;
15-01-00 20:00;10.923;9.9252;8.7718;8.1314;7.4041;;;;;;
15-01-00 21:00;10.93;9.9394;8.7878;8.1473;7.4239;;;;;;
15-01-00 22:00;10.936;9.9531;8.8033;8.1625;7.443;;;;;;
15-01-00 23:00;10.943;9.9664;8.8183;8.1772;7.4614;;;;;;
16-01-00 00:00;10.949;9.9792;8.8328;8.1914;7.4792;;;;;;
16-01-00 01:00;10.955;9.9915;8.8469;8.205;7.4964;;;;;;
16-01-00 02:00;10.961;10.003;8.8605;8.2183;7.5131;;;;;;
16-01-00 03:00;10.966;10.015;8.8736;8.2312;7.5294;;;;;;
16-01-00 04:00;10.972;10.026;8.8864;8.244;7.5455;;;;;;
16-01-00 05:00;10.977;10.036;8.8988;8.2566;7.5613;;;;;;
16-01-00 06:00;10.982;10.046;8.9108;8.2689;7.5769;;;;;;
16-01-00 07:00;10.986;10.054;8.9224;8.281;7.5922;;;;;;
16-01-00 08:00;10.991;10.063;8.933;8.2927;7.6071;;;;;;
16-01-00 09:00;10.995;10.072;8.9436;8.304;7.6216;;;;;;
16-01-00 10:00;11;10.08;8.954;8.3151;7.6358;;;;;;
16-01-00 11:00;11.004;10.088;8.964;8.3259;7.6496;;;;;;
16-01-00 12:00;11.007;10.095;8.9736;8.3364;7.6631;;;;;;
16-01-00 13:00;11.011;10.102;8.9828;8.3466;7.6762;;;;;;
16-01-00 14:00;11.014;10.108;8.9916;8.3564;7.689;;;;;;
16-01-00 15:00;11.017;10.114;9;8.3659;7.7013;;;;;;
16-01-00 16:00;11.02;10.12;9.0079;8.3752;7.7125;;;;;;
16-01-00 17:00;11.022;10.125;9.0156;8.3844;7.7231;;;;;;
16-01-00 18:00;11.024;10.13;9.023;8.3934;7.7334;;;;;;
16-01-00 19:00;11.027;10.135;9.0302;8.4022;7.7433;;;;;;
16-01-00 20:00;11.029;10.139;9.0371;8.4108;7.7529;;;;;;
16-01-00 21:00;11.03;10.143;9.0437;8.4191;7.7623;;;;;;
16-01-00 22:00;11.032;10.147;9.05;8.4271;7.7715;;;;;;
16-01-00 23:00;11.033;10.15;9.0561;8.4349;7.7804;;;;;;
17-01-00 00:00;11.034;10.153;9.0619;8.4424;7.789;;;;;;
17-01-00 01:00;11.035;10.156;9.0674;8.4497;7.7974;;;;;;
17-01-00 02:00;11.036;10.159;9.0727;8.4567;7.8056;;;;;;
17-01-00 03:00;11.037;10.162;9.0777;8.4634;7.8135;;;;;;
17-01-00 04:00;11.037;10.164;9.0823;8.4698;7.8212;;;;;;
17-01-00 05:00;11.036;10.165;9.0867;8.476;7.8287;;;;;;
17-01-00 06:00;11.036;10.167;9.0907;8.4818;7.8359;;;;;;
17-01-00 07:00;11.034;10.167;9.0942;8.4873;7.8428;;;;;;
17-01-00 08:00;11.033;10.167;9.0973;8.4924;7.8494;;;;;;
17-01-00 09:00;11.031;10.167;9.1;8.4971;7.8557;;;;;;
17-01-00 10:00;11.028;10.166;9.1021;8.5013;7.8617;;;;;;
17-01-00 11:00;11.025;10.165;9.1037;8.5051;7.8672;;;;;;
17-01-00 12:00;11.022;10.163;9.1047;8.5083;7.8723;;;;;;
17-01-00 13:00;11.019;10.16;9.1052;8.5111;7.877;;;;;;
17-01-00 14:00;11.015;10.157;9.1053;8.5133;7.8812;;;;;;
17-01-00 15:00;11.011;10.154;9.1047;8.515;7.8849;;;;;;
17-01-00 16:00;11.006;10.15;9.1037;8.5161;7.8881;;;;;;
17-01-00 17:00;11.002;10.145;9.1021;8.5166;7.8907;;;;;;
17-01-00 18:00;10.997;10.141;9.1;8.5166;7.8927;;;;;;
17-01-00 19:00;10.992;10.135;9.0974;8.516;7.8941;;;;;;
17-01-00 20:00;10.986;10.13;9.0942;8.5149;7.895;;;;;;
17-01-00 21:00;10.981;10.123;9.0906;8.5132;7.8953;12500;11.037;10.167;9.1053;8.5166;7.8953
17-01-00 22:00;10.975;10.117;9.0864;8.5109;7.8951;;;;;;
17-01-00 23:00;10.97;10.11;9.0817;8.5081;7.8943;;;;;;
18-01-00 00:00;10.964;10.103;9.0765;8.5047;7.893;diff;0.329;0.8235;0.7805;0.9556;1.0714
18-01-00 01:00;10.958;10.095;9.0709;8.5009;7.8911;;;;;;
18-01-00 02:00;10.952;10.087;9.0648;8.4965;7.8888;;;;;;
18-01-00 03:00;10.946;10.078;9.0583;8.4917;7.886;;;;;;
18-01-00 04:00;10.94;10.07;9.0513;8.4864;7.8827;;;;;;
18-01-00 05:00;10.933;10.06;9.0439;8.4807;7.8789;;;;;;
18-01-00 06:00;10.926;10.051;9.0361;8.4745;7.8747;;;;;;
18-01-00 07:00;10.919;10.04;9.0277;8.4678;7.8701;;;;;;
18-01-00 08:00;10.912;10.029;9.0189;8.4607;7.865;;;;;;
18-01-00 09:00;10.905;10.018;9.0095;8.453;7.8594;;;;;;
18-01-00 10:00;10.898;10.006;8.9996;8.4449;7.8533;;;;;;
18-01-00 11:00;10.89;9.994;8.9892;8.4364;7.8469;;;;;;
18-01-00 12:00;10.883;9.9814;8.9784;8.4276;7.8401;;;;;;
18-01-00 13:00;10.876;9.9685;8.9672;8.4184;7.833;;;;;;
18-01-00 14:00;10.868;9.9553;8.9557;8.4088;7.8254;;;;;;
18-01-00 15:00;10.861;9.9419;8.9439;8.3988;7.8175;;;;;;
18-01-00 16:00;10.855;9.928;8.9318;8.3886;7.8092;;;;;;
18-01-00 17:00;10.848;9.9132;8.9191;8.378;7.8005;;;;;;
18-01-00 18:00;10.842;9.8975;8.9059;8.367;7.7914;;;;;;
18-01-00 19:00;10.836;9.8817;8.892;8.3554;7.7819;;;;;;
18-01-00 20:00;10.831;9.8661;8.8779;8.3435;7.772;;;;;;
18-01-00 21:00;10.826;9.8507;8.8635;8.3313;7.7616;;;;;;
18-01-00 22:00;10.821;9.836;8.8488;8.3188;7.7509;;;;;;
18-01-00 23:00;10.816;9.8216;8.8342;8.3061;7.7398;;;;;;
19-01-00 00:00;10.812;9.8075;8.8198;8.2936;7.7279;;;;;;
19-01-00 01:00;10.808;9.7936;8.8056;8.2812;7.7154;;;;;;
19-01-00 02:00;10.803;9.7799;8.7929;8.2679;7.7025;;;;;;
19-01-00 03:00;10.799;9.7668;8.7816;8.2548;7.6887;;;;;;
19-01-00 04:00;10.795;9.7541;8.7709;8.2418;7.6742;;;;;;
19-01-00 05:00;10.792;9.7418;8.7602;8.2289;7.6597;;;;;;
19-01-00 06:00;10.788;9.7296;8.7495;8.2162;7.645;;;;;;
19-01-00 07:00;10.784;9.7176;8.7391;8.2037;7.6301;;;;;;
19-01-00 08:00;10.781;9.7057;8.7287;8.1913;7.6149;;;;;;
19-01-00 09:00;10.777;9.6939;8.7186;8.1792;7.5997;;;;;;
19-01-00 10:00;10.774;9.6824;8.7086;8.1672;7.5843;;;;;;
19-01-00 11:00;10.771;9.6711;8.6987;8.1552;7.5692;;;;;;
19-01-00 12:00;10.767;9.6597;8.6887;8.1431;7.554;;;;;;
19-01-00 13:00;10.764;9.6483;8.6788;8.131;7.5385;;;;;;
19-01-00 14:00;10.761;9.6369;8.6688;8.1188;7.5227;;;;;;
19-01-00 15:00;10.758;9.6257;8.6588;8.1066;7.5072;;;;;;
19-01-00 16:00;10.755;9.6143;8.6488;8.0943;7.4915;;;;;;
19-01-00 17:00;10.752;9.6029;8.6389;8.082;7.4754;;;;;;
19-01-00 18:00;10.749;9.5915;8.629;8.0697;7.4592;;;;;;
19-01-00 19:00;10.746;9.58;8.6191;8.0574;7.4429;;;;;;
19-01-00 20:00;10.742;9.5683;8.6093;8.0452;7.4264;;;;;;
19-01-00 21:00;10.739;9.5564;8.5993;8.0328;7.4098;;;;;;
19-01-00 22:00;10.736;9.5442;8.5893;8.0204;7.393;;;;;;
19-01-00 23:00;10.732;9.5318;8.5791;8.0078;7.3761;;;;;;
20-01-00 00:00;10.729;9.5192;8.5688;7.995;7.359;;;;;;
20-01-00 01:00;10.725;9.5065;8.5584;7.9821;7.3417;;;;;;
20-01-00 02:00;10.722;9.4936;8.5479;7.9689;7.3241;;;;;;
20-01-00 03:00;10.719;9.4807;8.5373;7.9556;7.3063;;;;;;
20-01-00 04:00;10.715;9.4677;8.5266;7.942;7.2882;;;;;;
20-01-00 05:00;10.712;9.4547;8.5159;7.9282;7.2699;;;;;;
20-01-00 06:00;10.708;9.4418;8.5051;7.9143;7.2515;;;;;;
20-01-00 07:00;10.705;9.4289;8.4942;7.9002;7.2328;;;;;;
20-01-00 08:00;10.702;9.416;8.4833;7.8859;7.2141;;;;;;
20-01-00 09:00;10.699;9.4033;8.4724;7.8714;7.1952;;;;;;
20-01-00 10:00;10.695;9.3906;8.4615;7.8567;7.1762;;;;;;
20-01-00 11:00;10.692;9.378;8.4506;7.8419;7.1572;;;;;;
20-01-00 12:00;10.689;9.3655;8.4397;7.8269;7.1381;;;;;;
20-01-00 13:00;10.685;9.3531;8.4287;7.8117;7.119;;;;;;
20-01-00 14:00;10.682;9.3408;8.4178;7.7963;7.0999;;;;;;
20-01-00 15:00;10.679;9.3287;8.4068;7.7805;7.081;;;;;;
20-01-00 16:00;10.676;9.3167;8.3958;7.7644;7.0622;;;;;;
20-01-00 17:00;10.673;9.3048;8.3848;7.7479;7.0435;;;;;;
20-01-00 18:00;10.67;9.2929;8.3737;7.7312;7.025;;;;;;
20-01-00 19:00;10.666;9.2811;8.3626;7.7144;7.0066;;;;;;
20-01-00 20:00;10.663;9.2693;8.3516;7.6974;6.9882;;;;;;
20-01-00 21:00;10.66;9.2575;8.3404;7.6801;6.97;;;;;;
20-01-00 22:00;10.656;9.2457;8.3292;7.6627;6.9518;;;;;;
20-01-00 23:00;10.653;9.2338;8.3179;7.6452;6.9339;;;;;;
21-01-00 00:00;10.65;9.2219;8.3065;7.6277;6.9162;;;;;;
21-01-00 01:00;10.646;9.21;8.295;7.6103;6.8987;;;;;;
21-01-00 02:00;10.642;9.1981;8.2835;7.5927;6.8815;;;;;;
21-01-00 03:00;10.639;9.1861;8.272;7.5752;6.8644;;;;;;
21-01-00 04:00;10.635;9.1743;8.2604;7.5575;6.8476;;;;;;
21-01-00 05:00;10.631;9.1624;8.2488;7.5397;6.831;;;;;;
21-01-00 06:00;10.627;9.1506;8.237;7.5217;6.8145;;;;;;
21-01-00 07:00;10.623;9.1389;8.2249;7.5034;6.7982;;;;;;
21-01-00 08:00;10.619;9.1272;8.2125;7.4845;6.7817;;;;;;
21-01-00 09:00;10.615;9.1156;8.1998;7.4654;6.7653;;;;;;
21-01-00 10:00;10.611;9.1041;8.187;7.446;6.7488;;;;;;
21-01-00 11:00;10.607;9.0927;8.174;7.4264;6.7324;;;;;;
21-01-00 12:00;10.603;9.0814;8.1609;7.4073;6.7154;;;;;;
21-01-00 13:00;10.599;9.0703;8.1479;7.3883;6.6985;;;;;;
21-01-00 14:00;10.595;9.0592;8.1349;7.3693;6.6816;;;;;;
21-01-00 15:00;10.591;9.0481;8.122;7.3504;6.6644;;;;;;
21-01-00 16:00;10.586;9.0372;8.1096;7.3315;6.6468;;;;;;
21-01-00 17:00;10.582;9.0264;8.0976;7.3132;6.6287;;;;;;
21-01-00 18:00;10.578;9.0158;8.0859;7.2952;6.6107;;;;;;
21-01-00 19:00;10.573;9.0054;8.0742;7.2777;6.5926;;;;;;
21-01-00 20:00;10.569;8.9952;8.0626;7.2605;6.5748;;;;;;
21-01-00 21:00;10.565;8.9852;8.0508;7.2432;6.557;;;;;;
21-01-00 22:00;10.561;8.9753;8.0389;7.2259;6.5391;;;;;;
21-01-00 23:00;10.557;8.9655;8.027;7.2091;6.5216;;;;;;
22-01-00 00:00;10.553;8.956;8.0152;7.1926;6.5042;;;;;;
22-01-00 01:00;10.549;8.9467;8.0035;7.1763;6.4873;;;;;;
22-01-00 02:00;10.545;8.9377;7.9918;7.1604;6.4707;;;;;;
22-01-00 03:00;10.541;8.9289;7.9803;7.1448;6.4544;;;;;;
22-01-00 04:00;10.537;8.9204;7.969;7.1295;6.4385;;;;;;
22-01-00 05:00;10.534;8.9121;7.9577;7.1146;6.423;;;;;;
22-01-00 06:00;10.53;8.904;7.9466;7.1001;6.4078;;;;;;
22-01-00 07:00;10.527;8.8962;7.9356;7.0861;6.3929;;;;;;
22-01-00 08:00;10.523;8.8885;7.9249;7.0724;6.3783;;;;;;
22-01-00 09:00;10.52;8.881;7.9144;7.0593;6.364;;;;;;
22-01-00 10:00;10.517;8.8736;7.9042;7.0466;6.3502;;;;;;
22-01-00 11:00;10.514;8.8664;7.8942;7.0344;6.3367;;;;;;
22-01-00 12:00;10.511;8.8594;7.8843;7.0227;6.3235;;;;;;
22-01-00 13:00;10.508;8.8526;7.8746;7.0113;6.3107;;;;;;
22-01-00 14:00;10.505;8.846;7.8651;7.0003;6.2983;;;;;;
22-01-00 15:00;10.502;8.8396;7.8558;6.9897;6.2863;;;;;;
22-01-00 16:00;10.499;8.8334;7.8466;6.9793;6.2745;;;;;;
22-01-00 17:00;10.496;8.8274;7.8376;6.9693;6.263;;;;;;
22-01-00 18:00;10.493;8.8215;7.8289;6.9595;6.2518;;;;;;
22-01-00 19:00;10.49;8.8158;7.8203;6.95;6.2409;;;;;;
22-01-00 20:00;10.487;8.8101;7.8119;6.9407;6.2302;;;;;;
22-01-00 21:00;10.484;8.8045;7.8037;6.9316;6.2199;;;;;;
22-01-00 22:00;10.481;8.7989;7.7955;6.9227;6.2097;;;;;;
22-01-00 23:00;10.478;8.7934;7.7875;6.914;6.1997;;;;;;
23-01-00 00:00;10.475;8.7878;7.7795;6.9054;6.1899;;;;;;
23-01-00 01:00;10.472;8.7823;7.7715;6.897;6.1802;;;;;;
23-01-00 02:00;10.468;8.7768;7.7637;6.8886;6.1707;;;;;;
23-01-00 03:00;10.465;8.7713;7.7558;6.8803;6.1613;;;;;;
23-01-00 04:00;10.461;8.7658;7.7479;6.8721;6.152;;;;;;
23-01-00 05:00;10.458;8.7603;7.7401;6.8639;6.1429;;;;;;
23-01-00 06:00;10.454;8.7548;7.7322;6.8557;6.1339;;;;;;
23-01-00 07:00;10.451;8.7492;7.7241;6.8476;6.125;;;;;;
23-01-00 08:00;10.447;8.7436;7.7159;6.8396;6.1162;;;;;;
23-01-00 09:00;10.443;8.738;7.7077;6.8315;6.1074;;;;;;
23-01-00 10:00;10.439;8.7324;7.6993;6.8234;6.0987;;;;;;
23-01-00 11:00;10.435;8.7266;7.6909;6.8153;6.0901;;;;;;
23-01-00 12:00;10.431;8.7209;7.6823;6.8071;6.0814;;;;;;
23-01-00 13:00;10.427;8.7151;7.6737;6.7988;6.0728;;;;;;
23-01-00 14:00;10.423;8.7093;7.665;6.7905;6.0641;;;;;;
23-01-00 15:00;10.419;8.7034;7.6563;6.7822;6.0555;;;;;;
23-01-00 16:00;10.415;8.6975;7.6475;6.7738;6.0468;;;;;;
23-01-00 17:00;10.41;8.6916;7.6386;6.7653;6.0382;;;;;;
23-01-00 18:00;10.406;8.6856;7.6297;6.7568;6.0296;;;;;;
23-01-00 19:00;10.401;8.6796;7.6207;6.7482;6.021;;;;;;
23-01-00 20:00;10.397;8.6736;7.6117;6.7396;6.0124;;;;;;
23-01-00 21:00;10.392;8.6674;7.6027;6.731;6.0039;;;;;;
23-01-00 22:00;10.387;8.6612;7.5937;6.7224;5.9954;;;;;;
23-01-00 23:00;10.382;8.655;7.5846;6.7137;5.987;;;;;;
24-01-00 00:00;10.377;8.6487;7.5754;6.705;5.9786;;;;;;
24-01-00 01:00;10.372;8.6424;7.5664;6.6961;5.9703;;;;;;
24-01-00 02:00;10.367;8.636;7.5574;6.6871;5.9619;;;;;;
24-01-00 03:00;10.362;8.6297;7.5485;6.6781;5.9534;;;;;;
24-01-00 04:00;10.357;8.6234;7.5396;6.6691;5.945;;;;;;
24-01-00 05:00;10.352;8.617;7.5307;6.6601;5.9366;;;;;;
24-01-00 06:00;10.347;8.6106;7.5219;6.651;5.9283;;;;;;
24-01-00 07:00;10.341;8.6043;7.513;6.642;5.92;;;;;;
24-01-00 08:00;10.336;8.598;7.5043;6.6329;5.9118;;;;;;
24-01-00 09:00;10.33;8.5916;7.4955;6.6239;5.9038;;;;;;
24-01-00 10:00;10.325;8.5853;7.4868;6.615;5.8958;;;;;;
24-01-00 11:00;10.319;8.5791;7.4782;6.606;5.8879;;;;;;
24-01-00 12:00;10.314;8.5728;7.4696;6.5971;5.8801;;;;;;
24-01-00 13:00;10.308;8.5667;7.4612;6.5882;5.8724;;;;;;
24-01-00 14:00;10.303;8.5606;7.4528;6.5794;5.8648;;;;;;
24-01-00 15:00;10.297;8.5546;7.4445;6.5707;5.8573;;;;;;
24-01-00 16:00;10.292;8.5486;7.4363;6.562;5.8499;;;;;;
24-01-00 17:00;10.286;8.5427;7.4283;6.5535;5.8427;;;;;;
24-01-00 18:00;10.281;8.5369;7.4204;6.5451;5.8355;;;;;;
24-01-00 19:00;10.275;8.5311;7.4126;6.5368;5.8285;;;;;;
24-01-00 20:00;10.27;8.5255;7.4049;6.5286;5.8215;;;;;;
24-01-00 21:00;10.264;8.5199;7.3974;6.5206;5.8147;;;;;;
24-01-00 22:00;10.259;8.5144;7.39;6.5126;5.808;;;;;;
24-01-00 23:00;10.253;8.509;7.3827;6.5049;5.8014;;;;;;
25-01-00 00:00;10.247;8.5037;7.3756;6.4972;5.7949;;;;;;
25-01-00 01:00;10.241;8.4983;7.3687;6.4898;5.7886;;;;;;
25-01-00 02:00;10.234;8.4929;7.3618;6.4824;5.7823;;;;;;
25-01-00 03:00;10.228;8.4876;7.355;6.4752;5.7762;;;;;;
25-01-00 04:00;10.222;8.4823;7.3484;6.4682;5.7701;;;;;;
25-01-00 05:00;10.215;8.477;7.3418;6.4612;5.7642;;;;;;
25-01-00 06:00;10.209;8.4718;7.3353;6.4543;5.7583;;;;;;
25-01-00 07:00;10.202;8.4667;7.329;6.4476;5.7525;;;;;;
25-01-00 08:00;10.195;8.4616;7.3228;6.441;5.7469;;;;;;
25-01-00 09:00;10.189;8.4566;7.3166;6.4345;5.7413;;;;;;
25-01-00 10:00;10.182;8.4517;7.3107;6.4282;5.7358;;;;;;
25-01-00 11:00;10.175;8.4469;7.3048;6.4221;5.7303;;;;;;
25-01-00 12:00;10.168;8.4423;7.2991;6.4161;5.7249;;;;;;
25-01-00 13:00;10.16;8.4377;7.2935;6.4103;5.7196;;;;;;
25-01-00 14:00;10.153;8.4332;7.2881;6.4047;5.7143;;;;;;
25-01-00 15:00;10.145;8.4288;7.2828;6.3992;5.7092;;;;;;
25-01-00 16:00;10.138;8.4245;7.2776;6.3938;5.7042;;;;;;
25-01-00 17:00;10.13;8.4203;7.2725;6.3885;5.6994;;;;;;
25-01-00 18:00;10.121;8.416;7.2676;6.3833;5.6946;;;;;;
25-01-00 19:00;10.113;8.4117;7.2627;6.3782;5.6899;;;;;;
25-01-00 20:00;10.104;8.4074;7.2579;6.3732;5.6854;;;;;;
25-01-00 21:00;10.096;8.4031;7.2532;6.3682;5.6809;;;;;;
25-01-00 22:00;10.087;8.3987;7.2485;6.3633;5.6765;;;;;;
25-01-00 23:00;10.077;8.3943;7.2439;6.3584;5.6722;;;;;;
26-01-00 00:00;10.068;8.3898;7.2393;6.3536;5.668;;;;;;
26-01-00 01:00;10.058;8.3852;7.2347;6.3488;5.6638;;;;;;
26-01-00 02:00;10.048;8.3804;7.23;6.3441;5.6596;;;;;;
26-01-00 03:00;10.038;8.3754;7.2254;6.3394;5.6555;;;;;;
26-01-00 04:00;10.028;8.3703;7.2206;6.3346;5.6514;;;;;;
26-01-00 05:00;10.017;8.3651;7.2158;6.3299;5.6474;;;;;;
26-01-00 06:00;10.007;8.3598;7.211;6.3251;5.6434;;;;;;
26-01-00 07:00;9.9961;8.3544;7.2061;6.3203;5.6393;;;;;;
26-01-00 08:00;9.9852;8.3488;7.2011;6.3155;5.6353;;;;;;
26-01-00 09:00;9.9741;8.3432;7.1961;6.3106;5.6314;;;;;;
26-01-00 10:00;9.9628;8.3375;7.1911;6.3058;5.6274;;;;;;
26-01-00 11:00;9.9514;8.3316;7.186;6.3009;5.6234;;;;;;
26-01-00 12:00;9.9397;8.3256;7.1809;6.2959;5.6194;;;;;;
26-01-00 13:00;9.9278;8.3196;7.1757;6.291;5.6155;;;;;;
26-01-00 14:00;9.9157;8.3134;7.1705;6.2861;5.6115;;;;;;
26-01-00 15:00;9.9034;8.3071;7.1653;6.2811;5.6076;;;;;;
26-01-00 16:00;9.891;8.3007;7.16;6.2761;5.6037;;;;;;
26-01-00 17:00;9.8783;8.2942;7.1547;6.2711;5.5997;;;;;;
26-01-00 18:00;9.8654;8.2876;7.1493;6.2661;5.5958;;;;;;
